CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V97411,163,0.008,0.033,4.58,0.62,0.065,0.043,320,45,1386,8,4,0.006
V97409,168,0.008,0.035,4.58,0.736,0.079,0.047,321,45,1427,8,4,0.006
V97408,180,0.008,0.034,4.55,0.609,0.072,0.048,312,45,1452,9,4,0.009
V97407,171,0.008,0.047,4.57,0.5,0.066,0.041,365,51,1382,9,4,0.014
V97406,166,0.008,0.038,4.52,0.658,0.074,0.044,296,43,1402,8,4,0.012
V97404,172,0.008,0.047,4.57,0.588,0.072,0.042,358,51,1365,10,4,0.012
V97403,171,0.008,0.033,4.56,0.781,0.084,0.046,311,44,1365,8,4,0.004
V97402,169,0.008,0.028,4.54,0.848,0.088,0.047,300,42,1408,8,3,0.005
V97400,173,0.005,0.03,4.54,0.64,0.078,0.047,297,41,1437,8,3,0.007
V97399,170,0.005,0.033,4.59,0.673,0.079,0.048,382,45,1425,10,4,0.012
V97397,173,0.005,0.038,4.61,0.585,0.071,0.045,341,47,1345,9,4,0.004
V97396,174,0.005,0.037,4.64,0.556,0.068,0.046,328,47,1414,9,4,0.007
V97395,170,0.005,0.04,4.62,0.679,0.069,0.048,345,49,1423,9,4,0.006
V97394,159,0.005,0.043,4.54,0.525,0.063,0.045,353,50,1439,9,4,0.008
V97392,164,0.005,0.044,4.57,0.522,0.063,0.045,362,53,1407,10,5,0.008
V97391,173,0.005,0.045,4.53,0.649,0.074,0.044,356,50,1384,9,4,0.01
V97388,170,0.005,0.034,4.56,0.758,0.083,0.048,315,45,1413,9,4,0.005
V97387,163,0.005,0.038,4.61,0.585,0.071,0.045,354,50,1400,9,4,0.008
V97386,160,0.005,0.042,4.62,0.51,0.066,0.046,352,57,1431,9,5,0.007
V97385,164,0.005,0.043,4.57,0.54,0.066,0.044,355,51,1440,10,5,0.007
V97384,169,0.005,0.045,4.6,0.54,0.068,0.046,370,52,1420,10,5,0.01
V97382,169,0.005,0.037,4.56,0.795,0.084,0.044,328,46,1404,10,4,0.005
V97381,175,0.005,0.038,4.6,0.709,0.082,0.048,336,52,1435,9,5,0.005
V97380,169,0.005,0.057,4.45,0.565,0.071,0.043,424,61,1348,12,6,0.004
V97378,166,0.005,0.038,4.6,0.583,0.07,0.047,326,51,1432,9,4,0.006
V97376,165,0.005,0.049,4.55,0.65,0.056,0.044,388,55,1384,10,6,0.009
V97375,168,0.005,0.048,4.5,0.373,0.053,0.044,375,54,1388,10,5,0.009
V97373,168,0.005,0.044,4.54,0.43,0.055,0.044,363,52,1400,9,5,0.012
V97371,172,0.005,0.049,4.51,0.553,0.064,0.042,394,61,1379,10,5,0.003
V97372,168,0.005,0.052,4.5,0.493,0.058,0.044,396,58,1417,11,6,0.005
V97370,164,0.005,0.04,4.54,0.641,0.07,0.045,345,54,1378,9,5,0.004
V97369,166,0.005,0.041,4.57,0.566,0.073,0.045,389,50,1380,10,5,0.003
V97368,177,0.005,0.046,4.5,0.593,0.066,0.046,379,60,1404,9,6,0.007
V97367,166,0.005,0.046,4.5,0.536,0.063,0.045,375,53,1416,10,5,0.007
V97366,159,0.005,0.048,4.54,0.52,0.054,0.043,388,61,,9,6,0.006
V97365,168,0.005,0.056,4.52,0.53,0.054,0.043,420,61,1430,11,6,0.006
V97364,162,0.005,0.045,4.57,0.55,0.064,0.045,378,53,1371,9,5,0.008
V97362,169,0.005,0.049,4.54,0.416,0.046,0.039,405,56,1369,10,5,0.01
V97360,160,0.005,0.059,4.56,0.45,0.051,0.04,441,63,1391,14,5,0.009
V97359,155,0.005,0.043,4.61,0.47,0.058,0.043,369,53,1400,9,5,0.006
V97358,170,0.005,0.055,4.48,0.44,0.049,0.04,414,61,1348,12,6,0.009
V97357,169,0.005,0.075,4.56,0.374,0.04,0.04,531,76,1301,15,7,0.007
V97355,164,0.005,0.062,4.46,0.679,0.052,0.041,451,63,1360,12,7,0.009
V97354,163,0.005,0.063,4.44,0.418,0.048,0.04,463,65,,13,6,0.007
V97353,169,0.005,0.023,4.59,1.002,0.096,0.05,271,38,1324,7,4,0.004
V97352,153,0.005,0.031,4.55,0.752,0.089,0.047,292,42,1367,8,4,0.005
V97351,162,0.005,0.034,4.56,0.756,0.087,0.048,320,45,1380,9,4,0.007
V97350,164,0.005,0.054,4.47,0.456,0.047,0.04,425,58,,10,6,0.011
V97349,173,0.005,0.053,4.46,0.499,0.043,0.035,397,57,1426,11,6,0.01
V97348,168,0.005,0.046,4.54,0.48,0.062,0.046,347,49,1410,10,4,0.01
V97347,167,0.005,0.048,4.55,0.547,0.062,0.044,365,50,1402,9,7,0.01
V97346,159,0.005,0.059,4.52,0.354,0.045,0.042,435,63,1388,12,6,0.01
V97345,170,0.005,0.063,4.52,0.39,0.047,0.042,453,64,1375,13,6,0.009
V97344,162,0.005,0.05,4.53,0.46,0.052,0.042,376,52,1415,9,0,0.01
V97342,169,0.005,0.049,4.5,0.468,0.052,0.042,398,55,1382,11,0,0.006
V97341,162,0.005,0.036,4.6,0.643,0.08,0.047,323,47,1369,10,4,0.006
V97340,167,0.005,0.034,4.55,0.76,0.088,0.046,352,45,1380,8,5,0.003
V97339,174,0.005,0.038,4.57,0.594,0.072,0.047,336,48,1369,9,4,0.003
V97338,159,0.005,0.035,4.52,0.539,0.067,0.047,318,46,1360,9,4,0.004
V97336,162,0.005,0.038,4.6,0.615,0.068,0.047,332,47,1358,9,4,0.004
V97335,171,0.005,0.039,4.6,0.384,0.06,0.046,347,49,1395,8,4,0.01
V97334,163,0.005,0.037,4.55,0.634,0.068,0.047,373,70,1410,10,5,0.007
V97333,164,0.005,0.036,4.58,0.694,0.075,0.046,331,46,1416,8,5,0.006
V97332,173,0.005,0.035,4.6,0.585,0.072,0.046,320,45,1440,9,4,0.008
V97331,170,0.005,0.037,4.58,0.602,0.072,0.044,330,51,1388,8,5,0.007
V97330,171,0.005,0.038,4.55,0.573,0.072,0.048,334,47,1401,9,4,0.005
V97329,158,0.005,0.038,4.58,0.591,0.07,0.047,498,65,1422,9,7,0.004
V97328,165,0.005,0.042,4.52,0.676,0.078,0.043,338,58,,9,5,0.007
V97327,158,0.005,0.041,4.53,0.643,0.077,0.044,350,49,1394,10,5,0.004
V97326,164,0.005,0.038,4.6,0.475,0.058,0.044,434,38,1287,12,4,0.007
V97325,166,0.005,0.038,4.52,0.52,0.062,0.044,330,57,1302,8,5,0.004
V97324,159,0.005,0.038,4.56,0.579,0.066,0.042,329,53,,9,5,0.004
V97323,164,0.005,0.04,4.54,0.613,0.066,0.046,345,49,1482,9,5,0.007
V97322,163,0.005,0.038,4.55,0.586,0.067,0.047,329,54,1427,9,5,0.005
V97321,158,0.005,0.036,4.56,0.711,0.075,0.046,328,52,1435,8,5,0.006
V97320,163,0.005,0.037,4.63,0.81,0.076,0.05,331,46,1434,9,4,0.006
V97318,175,0.005,0.035,4.57,0.677,0.071,0.046,326,47,1424,8,4,0.006
V97317,163,0.005,0.033,4.51,0.65,0.075,0.045,301,43,1425,8,4,0.006
V97316,161,0.005,0.046,4.56,0.667,0.073,0.045,373,52,,10,5,0.005
V97313,153,0.005,0.037,4.62,0.63,0.068,0.046,336,46,1407,9,4,0.006
V97312,165,0.005,0.032,4.52,0.699,0.078,0.047,306,44,1409,8,4,0.008
V97311,159,0.005,0.03,4.52,0.853,0.094,0.048,286,41,1472,8,4,0.006
V97310,163,0.005,0.033,4.56,0.716,0.078,0.047,318,44,1438,8,4,0.003
V97309,165,0.005,0.037,4.62,0.64,0.067,0.047,330,47,,9,4,0.006
V97308,167,0.005,0.038,4.63,0.6,0.066,0.046,329,48,1407,9,5,0.007
V97307,165,0.005,0.042,4.58,0.57,0.064,0.043,394,54,1397,10,5,0.005
V97306,166,0.005,0.04,4.6,0.56,0.06,0.044,343,49,1408,10,4,0.007
V97304,168,0.005,0.041,4.55,0.518,0.053,0.043,341,49,1408,11,5,0.007
V97302,160,0.005,0.047,4.55,0.458,0.051,0.041,376,53,1383,11,5,0.006
V97301,160,0.005,0.048,4.56,0.39,0.051,0.042,379,56,1371,10,6,0.006
V97300,166,0.005,0.052,4.45,0.36,0.04,0.04,433,59,1380,11,5,0.009
V97298,159,0.005,0.048,4.64,0.549,0.06,0.041,389,54,1409,10,5,0.006
V97296,170,0.005,0.044,4.56,0.497,0.054,0.042,365,53,1431,11,5,0.006
V97297,167,0.005,0.04,4.56,0.712,0.07,0.043,339,47,1411,9,5,0.009
V97295,155,0.005,0.042,4.57,0.458,0.053,0.042,356,49,1426,9,4,0.014
V97291,163,0.005,0.033,4.58,0.718,0.069,0.041,301,44,1387,8,4,0.005
V97293,151,0.005,0.043,4.55,0.545,0.059,0.041,354,51,1405,9,4,0.008
V97292,167,0.005,0.034,4.55,0.89,0.07,0.04,318,44,1374,8,4,0.005
V97290,160,0.005,0.042,4.56,0.549,0.06,0.04,354,50,1397,9,5,0.006
V97289,161,0.005,0.05,4.56,0.686,0.064,0.037,395,55,1409,10,5,0.005
V97288,157,0.005,0.049,4.56,0.491,0.057,0.039,391,55,1397,10,5,0.009
V97287,161,0.005,0.046,4.56,0.602,0.06,0.039,372,52,1399,10,5,0.007
V97286,160,0.005,0.032,4.53,0.643,0.07,0.042,312,43,1434,8,4,0.007
V97285,166,0.005,0.038,4.56,0.588,0.065,0.042,331,49,1407,8,5,0.008
V97284,165,0.005,0.048,4.59,0.386,0.051,0.038,381,54,,10,5,0.007
V97283,163,0.005,0.036,4.54,0.713,0.068,0.037,331,46,1416,8,4,0.005
V97282,172,0.005,0.042,4.55,0.571,0.065,0.038,344,50,1415,9,5,0.006
V97280,170,0.005,0.049,4.54,0.53,0.061,0.036,389,54,1409,10,5,0.005
V97279,166,0.005,0.038,4.59,0.653,0.073,0.039,331,46,1367,8,4,0.008
V97278,163,0.005,0.036,4.62,0.733,0.077,0.04,332,46,1371,9,4,0.004
V97277,174,0.003,0.045,4.57,0.5,0.054,0.035,399,57,1384,11,6,0.01
V97276,160,0.003,0.05,4.53,0.33,0.039,0.033,422,59,1394,11,6,0.011
V97275,160,0.003,0.048,4.63,0.42,0.049,0.034,417,59,1406,11,5,0.007
V97274,172,0.003,0.047,4.58,0.49,0.061,0.037,407,58,1425,11,6,0.007
V97273,172,0.003,0.045,4.55,0.45,0.049,0.034,395,55,1373,10,6,0.01
V97271,160,0.003,0.045,4.58,0.42,0.053,0.035,397,57,1395,11,6,0.005
V97270,170,0.003,0.04,4.54,0.68,0.072,0.04,370,53,1370,9,5,0.004
V97269,167,0.003,0.034,4.62,0.75,0.072,0.038,352,49,1366,9,4,0.004
V97268,163,0.003,0.036,4.57,0.55,0.06,0.038,359,50,1425,10,5,0.005
V97267,172,0.003,0.035,4.57,0.53,0.061,0.038,346,48,1426,9,5,0.007
V97266,168,0.003,0.04,4.51,0.52,0.064,0.038,379,52,1436,10,5,0.004
V97265,168,0.003,0.036,4.54,0.58,0.063,0.036,354,55,1385,9,5,0.005
V97263,164,0.003,0.039,4.52,0.542,0.063,0.04,374,56,1369,10,6,0.004
V97259,159,0.003,0.041,4.61,0.57,0.062,0.035,388,58,1383,10,6,0.006
V97258,167,0.003,0.056,4.5,0.507,0.047,0.035,477,70,1350,12,6,0.012
V97256,165,0.003,0.056,4.54,0.599,0.048,0.035,451,65,1389,12,6,0.004
V97254,164,0.003,0.052,4.55,0.3,0.033,0.033,440,61,1399,10,6,0.014
V97253,174,0.003,0.059,4.48,0.355,0.039,0.034,464,67,1394,12,7,0.01
V97252,168,0.003,0.044,4.57,0.698,0.07,0.037,401,55,1423,10,5,0.004
V97251,164,0.003,0.046,4.48,0.515,0.063,0.037,396,56,1362,10,6,0.006
V97250,167,0.003,0.042,4.53,0.429,0.056,0.037,386,55,1360,10,5,0.006
V97249,158,0.003,0.041,4.55,0.544,0.067,0.039,375,53,1372,9,4,0.004
V97248,161,0.003,0.041,4.55,0.94,0.086,0.041,377,56,1405,10,6,0.005
V97247,162,0.005,0.034,4.56,0.792,0.083,0.041,320,44,1405,8,4,0.006
V97246,162,0.005,0.036,4.53,0.535,0.066,0.041,341,47,1317,9,4,0.003
V97245,171,0.005,0.016,4.47,0.507,0.064,0.04,344,48,,9,5,0.002
V97244,174,0.005,0.04,4.51,0.547,0.063,0.04,348,49,1400,8,4,0.006
V97243,160,0.005,0.044,4.51,0.532,0.063,0.04,370,52,1417,9,5,0.006
V97242,165,0.005,0.046,4.52,0.431,0.052,0.039,378,53,1392,10,5,0.008
V97240,159,0.005,0.045,4.57,0.469,0.052,0.039,372,51,1359,9,5,0.008
V97239,163,0.005,0.041,4.53,0.434,0.056,0.039,348,49,1383,9,5,0.011
V97238,165,0.005,0.055,4.54,0.632,0.05,0.037,417,60,1386,10,5,0.007
V97237,166,0.005,0.054,4.54,0.45,0.044,0.034,411,57,1394,10,5,0.015
V97236,163,0.005,0.072,4.55,0.43,0.036,0.034,524,75,1364,14,7,0.009
V97235,168,0.005,0.067,4.48,0.23,0.03,0.036,497,69,1376,12,6,0.01
V97234,166,0.005,0.053,4.57,0.38,0.043,0.039,411,57,1372,11,5,0.01
V97233,165,0.005,0.052,4.57,0.446,0.045,0.04,402,66,1361,10,6,0.007
V97232,171,0.005,0.062,4.54,0.365,0.035,0.038,455,63,1292,12,6,0.01
V97231,163,0.005,0.071,4.55,0.332,0.033,0.037,516,73,1301,13,6,0.01
V97229,167,0.005,0.048,4.6,0.45,0.056,0.039,375,52,1405,10,5,0.009
V97228,163,0.005,0.05,4.57,0.512,0.049,0.04,378,54,1382,9,4,0.009
V97226,166,0.005,0.05,4.56,0.498,0.047,0.04,415,57,1390,11,5,0.01
V97225,161,0.005,0.047,4.57,0.608,0.067,0.04,324,46,1368,8,4,0.01
V97224,163,0.005,0.036,4.62,0.788,0.086,0.044,320,47,1360,8,5,0.005
V97223,165,0.005,0.036,4.59,0.868,0.092,0.046,327,46,1418,8,4,0.004
V97222,165,0.005,0.036,4.57,0.723,0.081,0.047,323,45,,8,4,0.006
V97221,164,0.005,0.042,4.56,0.469,0.057,0.043,354,50,1417,9,5,0.006
V97220,162,0.005,0.039,4.59,0.531,0.068,0.045,346,47,1370,9,4,0.006
V97219,168,0.005,0.034,4.56,0.52,0.067,0.044,322,45,1389,8,4,0.008
V97218,163,0.005,0.039,4.59,0.493,0.058,0.043,344,48,1422,9,0,0.008
V97217,164,0.005,0.043,4.54,0.54,0.063,0.044,353,51,1423,10,5,0.006
V97216,167,0.005,0.031,4.58,0.801,0.084,0.045,302,42,1407,7,4,0.007
V97215,164,0.005,0.048,4.57,0.794,0.073,0.038,398,56,1403,10,5,0.006
V97214,167,0.005,0.05,4.55,0.505,0.063,0.04,380,53,1371,10,5,0.009
V97213,162,0.005,0.061,4.55,0.346,0.04,0.037,447,63,1391,11,5,0.01
V97212,174,0.005,0.055,4.58,0.485,0.052,0.038,432,72,1477,11,7,0.007
V97211,160,0.005,0.066,4.52,0.57,0.057,0.038,489,71,1384,14,7,0.003
V97209,162,0.005,0.048,4.58,0.5,0.047,0.04,401,63,1395,10,6,0.01
V97208,168,0.005,0.035,4.54,0.61,0.075,0.043,335,48,1356,9,5,0.004
V97206,166,0.005,0.041,4.58,0.54,0.066,0.043,347,50,1493,10,5,0.013
V97205,164,0.005,0.04,4.54,0.5,0.066,0.043,358,57,1430,9,5,0.006
V97204,158,0.005,0.041,4.62,0.57,0.067,0.043,358,55,1447,9,5,0.01
V97203,167,0.005,0.038,4.55,0.84,0.091,0.042,343,53,1414,10,5,0.008
V97202,168,0.005,0.036,4.62,0.78,0.086,0.043,337,48,1402,9,5,0.004
V97201,170,0.005,0.04,4.57,0.5,0.065,0.043,340,55,1404,9,5,0.005
V97200,162,0.005,0.043,4.54,0.504,0.066,0.043,366,60,1400,11,6,0.004
V97199,165,0.005,0.039,4.59,0.538,0.072,0.045,343,53,1352,9,5,0.003
V97198,166,0.005,0.037,4.62,0.665,0.081,0.044,333,50,1356,8,4,0.003
V97197,162,0.005,0.032,4.57,0.782,0.093,0.045,319,47,1380,9,4,0.004
V97196,172,0.005,0.035,4.6,0.692,0.079,0.044,383,57,1432,7,5,0.009
V97195,164,0.005,0.036,4.62,0.65,0.076,0.044,328,50,1436,8,4,0.007
V97194,161,0.005,0.038,4.62,0.609,0.073,0.044,330,46,1374,9,5,0.008
V97193,165,0.005,0.028,4.52,0.9,0.092,0.042,301,46,1392,8,5,0.004
V97191,160,0.005,0.035,4.54,0.655,0.081,0.045,319,47,1384,10,4,0.006
V97189,168,0.005,0.035,4.58,0.912,0.095,0.045,318,47,1383,10,4,0.004
V97186,174,0.005,0.039,4.63,0.54,0.069,0.043,351,50,1405,11,5,0.005
V97185,158,0.005,0.032,4.69,0.58,0.072,0.044,318,45,,8,4,0.005
V97183,165,0.005,0.033,4.52,0.729,0.083,0.044,308,44,1385,9,4,0.005
V97182,159,0.005,0.029,4.56,0.864,0.093,0.044,295,42,1422,7,3,0.006
V97179,161,0.005,0.033,4.55,0.786,0.089,0.046,391,110,1416,10,2,0.007
V97178,159,0.005,0.038,4.63,0.74,0.078,0.042,339,49,1396,9,5,0.007
V97177,163,0.005,0.043,4.54,0.69,0.08,0.042,353,49,1417,10,5,0.006
V97176,160,0.005,0.036,4.54,0.714,0.081,0.049,322,45,1435,8,4,0.007
V97174,165,0.005,0.046,4.56,0.64,0.071,0.042,368,52,1420,10,5,0.008
V97173,172,0.005,0.04,4.6,0.75,0.08,0.044,344,48,,9,4,0.01
V97172,160,0.005,0.034,4.55,0.776,0.086,0.045,319,44,,8,4,0.007
V97171,157,0.005,0.031,4.54,0.888,0.092,0.044,294,42,1416,8,4,0.006
V97170,154,0.005,0.034,4.56,0.824,0.095,0.042,318,44,1433,8,4,0.005
V97168,167,0.005,0.044,4.58,0.667,0.065,0.042,364,52,1434,10,5,0.007
V97166,177,0.005,0.034,4.56,0.668,0.078,0.046,321,44,,8,4,0.008
V97165,161,0.005,0.042,4.58,0.68,0.071,0.044,354,52,1432,9,5,0.006
V97164,158,0.005,0.031,4.68,0.77,0.09,0.046,294,46,1414,8,3,0.005
V97163,165,0.005,0.028,4.71,0.87,0.102,0.048,291,40,1420,8,4,0.005
V97162,160,0.005,0.034,4.63,0.61,0.077,0.044,315,44,1367,9,4,0.005
V97161,166,0.005,0.036,4.59,0.69,0.083,0.045,323,45,1366,8,4,0.005
V97160,170,0.005,0.032,4.55,0.759,0.088,0.045,311,44,1400,8,4,0.005
V97159,160,0.005,0.04,4.64,0.654,0.075,0.047,344,50,1505,9,5,0.005
V97158,166,0.005,0.041,4.59,0.697,0.078,0.046,347,48,1439,8,4,0.008
V97157,157,0.005,0.031,4.58,0.751,0.087,0.043,315,43,1368,8,4,0.005
V97156,166,0.005,0.034,4.55,0.712,0.087,0.044,315,44,1428,8,4,0.005
V97154,165,0.005,0.046,4.57,0.61,0.067,0.043,373,53,1425,10,5,0.007
V97153,168,0.005,0.043,4.54,0.533,0.065,0.042,358,51,1406,10,5,0.008
V97152,170,0.005,0.037,4.55,0.72,0.079,0.044,302,43,1422,7,4,0.01
V97151,164,0.005,0.033,4.57,0.895,0.092,0.044,315,44,,8,4,0.006
V97148,161,0.005,0.045,4.56,0.606,0.077,0.045,363,52,1421,10,5,0.007
V97146,164,0.005,0.033,4.56,0.936,0.1,0.047,311,47,1403,8,5,0.004
V97145,160,0.005,0.034,4.58,0.948,0.095,0.048,315,44,,8,4,0.007
V97143,159,0.005,0.029,4.55,0.89,0.097,0.05,297,54,1388,8,6,0.004
V97142,177,0.005,0.035,4.56,0.923,0.101,0.046,323,48,1391,9,4,0.006
V97141,163,0.005,0.037,4.62,0.796,0.086,0.045,411,67,1409,10,3,0.006
V97139,164,0.005,0.031,4.55,0.677,0.08,0.049,306,42,1438,8,4,0.01
V97138,160,0.005,0.034,4.57,0.695,0.08,0.048,316,45,1444,8,4,0.007
V97137,175,0.005,0.039,4.5,0.738,0.063,0.048,324,46,1430,8,4,0.007
V97136,167,0.005,0.037,4.52,0.757,0.058,0.046,316,44,1414,8,4,0.009
V97135,170,0.005,0.04,4.55,0.757,0.071,0.043,346,48,1397,9,5,0.005
V97133,165,0.005,0.037,4.64,0.619,0.072,0.046,321,45,1439,8,4,0.008
V97132,162,0.005,0.034,4.62,0.628,0.075,0.046,401,57,1447,10,5,0.005
V97131,162,0.005,0.035,4.54,0.7,0.08,0.047,323,50,1397,8,4,0.007
V97128,160,0.005,0.05,4.58,0.55,0.06,0.042,400,61,1411,11,6,0.009
V97127,169,0.005,0.042,4.55,0.55,0.063,0.044,354,50,1405,9,5,0.01
V97126,164,0.005,0.04,4.6,0.64,0.07,0.043,346,49,1433,8,4,0.007
V97125,165,0.005,0.035,4.6,0.62,0.081,0.044,349,51,1354,9,4,0.004
V97124,164,0.005,0.034,4.55,0.59,0.075,0.046,315,44,1405,8,4,0.01
V97123,170,0.005,0.037,4.53,0.54,0.07,0.045,331,51,1423,9,4,0.005
V97122,155,0.005,0.042,4.62,0.53,0.064,0.044,365,56,1421,10,5,0.005
V97121,167,0.005,0.031,4.55,0.9,0.099,0.046,311,45,1418,8,4,0.005
V97120,169,0.005,0.033,4.57,1.01,0.101,0.044,326,50,1430,8,4,0.003
V97119,145,0.005,0.037,4.6,0.72,0.084,0.047,396,63,1411,11,6,0.01
V97118,163,0.005,0.037,4.54,0.75,0.088,0.048,331,57,1410,9,5,0.006
V97117,160,0.005,0.028,4.56,0.893,0.098,0.047,333,45,1405,9,4,0.004
V97115,168,0.005,0.032,4.55,0.712,0.085,0.045,311,52,1402,8,5,0.004
V97114,164,0.005,0.026,4.6,0.913,0.1,0.046,280,41,1450,8,4,0.005
V97113,166,0.005,0.026,4.56,0.903,0.098,0.046,277,46,1442,7,4,0.007
V97112,166,0.005,0.033,4.62,0.922,0.098,0.045,310,46,1409,8,4,0.004
V97111,173,0.005,0.035,4.58,0.905,0.098,0.045,325,46,1425,9,4,0.005
V97110,165,0.005,0.035,4.62,0.8,0.093,0.046,321,46,1448,8,3,0.005
V97109,164,0.005,0.037,4.63,0.771,0.09,0.044,325,47,1436,9,4,0.005
V97108,165,0.005,0.04,4.6,0.653,0.077,0.046,348,57,1570,10,4,0.006
V97107,163,0.005,0.034,4.62,0.628,0.078,0.046,310,51,1417,8,4,0.005
V97106,173,0.005,0.034,4.5,0.832,0.093,0.045,319,45,1421,8,4,0.006
V97105,164,0.005,0.039,4.64,0.649,0.08,0.046,348,57,1372,10,5,0.003
V97104,167,0.005,0.042,4.55,0.539,0.075,0.043,356,57,1379,9,5,0.005
V97103,164,0.003,0.035,4.65,0.65,0.073,0.045,351,50,1406,9,5,0.004
V97102,155,0.003,0.042,4.58,0.44,0.06,0.043,386,54,,11,5,0.007
V97101,174,0.003,0.043,4.57,0.48,0.061,0.043,387,56,1391,10,4,0.009
V97100,166,0.003,0.03,4.62,0.78,0.088,0.042,328,49,1397,9,5,0.005
V97098,152,0.003,0.045,4.55,0.477,0.041,0.039,398,56,,11,5,0.01
V97097,170,0.003,0.034,4.64,0.62,0.08,0.047,346,48,1349,9,5,0.003
V97096,169,0.003,0.05,4.53,0.48,0.056,0.041,424,60,1364,12,6,0.006
V97095,168,0.003,0.053,4.52,0.36,0.038,0.039,436,61,1397,12,5,0.011
V97094,169,0.003,0.034,4.72,0.67,0.084,0.048,344,50,1420,9,5,0.006
V97093,165,0.003,0.039,4.53,0.69,0.082,0.047,372,52,1430,11,5,0.005
V97092,162,0.003,0.046,4.48,0.371,0.046,0.042,398,57,1400,12,4,0.007
V97091,172,0.003,0.053,4.47,0.33,0.044,0.041,433,62,,12,6,0.01
V97090,172,0.003,0.05,4.52,0.416,0.051,0.04,423,59,1406,12,6,0.01
V97089,168,0.003,0.057,4.54,0.37,0.053,0.04,429,63,1415,11,5,0.004
V97088,164,0.003,0.041,4.59,0.49,0.062,0.042,378,54,1377,11,5,0.01
V97087,155,0.003,0.042,4.59,0.507,0.066,0.043,413,55,1379,10,5,0.005
V97086,172,0.003,0.032,4.66,0.71,0.085,0.047,333,46,1425,8,4,0.006
V97085,172,0.003,0.037,4.63,0.61,0.073,0.044,358,50,1387,10,5,0.006
V97084,172,0.003,0.04,4.6,0.64,0.071,0.041,377,54,1347,10,5,0.005
V97083,162,0.003,0.031,4.63,0.89,0.09,0.043,333,54,1385,8,5,0.005
V97082,178,0.003,0.032,4.71,0.79,0.088,0.048,335,48,1393,9,5,0.005
V97081,167,0.003,0.049,4.54,0.64,0.074,0.04,419,61,1347,11,6,0.005
V97079,170,0.003,0.046,4.57,0.536,0.064,0.041,403,57,1426,10,5,0.007
V97078,170,0.003,0.048,4.57,0.599,0.069,0.042,393,55,1417,11,6,0.007
V97077,166,0.003,0.043,4.54,0.614,0.071,0.043,367,53,,10,5,0.005
V97076,174,0.003,0.053,4.55,0.58,0.061,0.04,422,59,1358,10,5,0.009
V97075,165,0.003,0.049,4.53,0.644,0.071,0.04,394,55,1361,11,5,0.008
V97073,165,0.003,0.036,4.58,0.796,0.079,0.044,341,48,1397,8,4,0.007
V97072,162,0.003,0.048,4.55,0.862,0.091,0.043,392,55,1447,11,5,0.004
V97070,169,0.003,0.04,4.58,0.569,0.073,0.044,350,49,,9,4,0.007
V97069,164,0.003,0.046,4.57,0.67,0.071,0.041,391,56,,10,5,0.008
V97067,166,0.003,0.043,4.59,0.543,0.067,0.041,375,53,1421,9,4,0.011
V97066,169,0.003,0.045,4.52,0.51,0.065,0.041,373,54,1375,10,5,0.006
V97065,162,0.003,0.059,4.57,0.472,0.05,0.035,451,65,1358,12,6,0.008
V97064,166,0.003,0.064,4.52,0.465,0.033,0.034,473,66,1344,12,6,0.013
V97063,180,0.003,0.053,4.56,0.471,0.059,0.038,439,62,1362,12,6,0.01
V97062,162,0.003,0.044,4.56,0.733,0.075,0.04,363,53,1375,10,5,0.006
V97061,168,0.005,0.056,4.52,0.46,0.048,0.037,418,59,1405,10,5,0.012
V97060,166,0.005,0.058,4.56,0.433,0.041,0.037,428,61,1404,12,5,0.01
V97059,178,0.005,0.06,4.52,0.39,0.038,0.036,441,60,1380,12,6,0.019
V97058,168,0.005,0.044,4.58,0.343,0.04,0.037,375,61,1401,9,5,0.011
V97057,164,0.005,0.084,4.56,0.413,0.032,0.034,575,81,1363,16,7,0.01
V97056,165,0.005,0.049,4.57,0.435,0.048,0.038,387,54,1353,10,6,0.01
V97055,165,0.005,0.049,4.56,0.447,0.055,0.041,385,54,1358,10,4,0.01
V97054,145,0.005,0.045,4.57,0.47,0.057,0.038,370,52,1371,10,4,0.009
V97053,168,0.005,0.042,4.55,0.565,0.059,0.038,354,52,1399,9,5,0.01
V97050,165,0.005,0.048,4.6,0.4,0.045,0.038,381,55,1399,11,5,0.013
V97049,174,0.005,0.045,4.53,0.75,0.077,0.041,370,57,1417,9,5,0.007
V97048,162,0.005,0.035,4.58,0.65,0.075,0.045,324,53,1372,9,5,0.004
V97047,163,0.005,0.039,4.54,0.58,0.075,0.047,339,49,1390,9,5,0.004
V97045,169,0.005,0.043,4.55,0.75,0.077,0.042,375,57,1399,10,5,0.004
V97044,164,0.005,0.041,4.62,0.8,0.081,0.041,344,51,1493,9,5,0.005
V97043,158,0.005,0.04,4.54,0.48,0.063,0.044,346,56,1408,9,5,0.007
V97042,168,0.005,0.043,4.57,0.5,0.062,0.045,381,56,1422,10,5,0.006
V97041,163,0.005,0.036,4.52,0.82,0.089,0.042,320,46,1349,9,4,0.005
V97040,164,0.005,0.037,4.6,0.85,0.087,0.044,346,56,1415,8,5,0.006
V97039,168,0.005,0.04,4.55,0.74,0.079,0.044,374,52,1415,10,5,0.006
V97038,160,0.005,0.054,4.57,0.47,0.055,0.042,407,72,1465,10,6,0.007
