CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V96284,156,0.005,0.04,4.56,0.345,0.042,0.045,343,48,1380,10,0,0.011
V96283,168,0.005,0.032,4.59,0.459,0.052,0.047,328,46,1363,8,5,0.01
V96282,170,0.005,0.033,4.56,0.431,0.055,0.047,329,44,1369,6,4,0.01
V96281,159,0.005,0.037,4.57,0.335,0.044,0.045,364,52,1401,11,5,0.009
V96279,168,0.005,0.036,4.56,0.43,0.058,0.047,322,47,1369,10,5,0.008
V96280,162,0.005,0.021,4.6,0.706,0.086,0.051,260,36,1337,6,3,0.005
V96278,160,0.005,0.036,4.55,0.331,0.037,0.045,322,45,1403,10,4,0.015
V96277,165,0.005,0.039,4.58,0.416,0.037,0.044,349,48,1368,8,5,0.011
V96276,164,0.005,0.037,4.55,0.995,0.043,0.044,410,61,1367,13,6,0.005
V96272,162,0.008,0.042,4.54,0.394,0.041,0.045,327,47,1403,10,4,0.012
V96271,164,0.008,0.023,4.64,0.643,0.075,0.046,255,38,1393,8,3,0.004
V96270,166,0.008,0.032,4.59,0.998,0.099,0.044,297,42,1373,7,4,0.006
V96269,168,0.008,0.027,4.62,0.508,0.069,0.049,326,46,1355,10,4,0.005
V96268,169,0.008,0.03,4.54,0.737,0.084,0.046,323,47,1366,10,4,0.004
V96267,168,0.008,0.022,4.59,0.549,0.071,0.049,298,42,1363,7,4,0.008
V96266,165,0.008,0.022,4.62,0.588,0.076,0.049,248,35,1373,7,3,0.004
V96265,165,0.005,0.018,4.56,0.706,0.086,0.051,259,37,1372,8,3,0.003
V96264,163,0.005,0.017,4.54,0.819,0.091,0.051,237,32,1394,6,3,0.005
V96263,165,0.008,0.036,4.59,0.479,0.06,0.047,323,46,1441,8,4,0.007
V96262,159,0.005,0.038,4.57,0.382,0.044,0.046,328,47,1420,10,4,0.011
V96261,165,0.008,0.017,4.53,0.881,0.094,0.052,350,49,,8,5,0.003
V96260,161,0.008,0.018,4.54,0.926,0.095,0.053,357,50,,9,5,0.003
V96258,158,0.005,0.04,4.54,0.371,0.053,0.046,349,48,1372,8,5,0.008
V96257,159,0.005,0.036,4.55,0.399,0.053,0.048,305,46,1374,8,4,0.005
V96254,161,0.005,0.033,4.55,0.453,0.06,0.048,421,75,1399,11,6,0.004
V96251,155,0.005,0.03,4.58,0.488,0.065,0.049,383,79,1332,10,7,0.003
V96250,161,0.005,0.028,4.55,0.52,0.061,0.049,287,41,1367,8,4,0.004
V96249,162,0.005,0.032,4.64,0.509,0.057,0.048,422,62,1489,11,6,0.005
V96248,162,0.005,0.03,4.63,0.646,0.068,0.047,299,43,1446,9,4,0.006
V96242,153,0.005,0.028,4.55,0.783,0.077,0.048,342,49,1332,10,4,0.004
V96241,161,0.005,0.028,4.6,0.507,0.068,0.052,336,48,1393,8,4,0.003
V96240,160,0.005,0.026,4.56,0.834,0.078,0.049,472,91,,11,6,0.002
V96238,155,0.005,0.015,4.5,1.066,0.103,0.052,259,45,1386,7,4,0.002
V96237,164,0.005,0.027,4.59,0.494,0.066,0.049,611,78,1360,7,4,0.005
V96235,163,0.005,0.033,4.62,0.482,0.06,0.046,414,81,1351,9,6,0.008
V96234,160,0.005,0.04,4.54,0.695,0.072,0.048,342,50,,10,5,0.003
V96232,153,0.005,0.032,4.66,0.68,0.072,0.049,471,47,1394,14,13,0.006
V96228,175,0.005,0.022,4.55,0.552,0.069,0.052,345,48,1418,8,4,0.005
V96222,161,0.005,0.027,4.62,0.46,0.056,0.046,375,54,1400,9,5,0.005
V96221,155,0.005,0.027,4.56,0.58,0.067,0.048,349,48,,10,5,0.005
V96220,167,0.005,0.026,4.58,0.57,0.067,0.046,326,45,1454,8,4,0.006
V96218,160,0.008,0.026,4.6,0.63,0.067,0.048,341,48,,10,5,0.005
V96217,163,0.008,0.026,4.72,0.61,0.066,0.049,322,45,1381,8,4,0.005
V96214,157,0.005,0.03,4.56,0.571,0.065,0.048,328,102,1403,9,4,0.005
V96211,177,0.005,0.035,4.66,0.62,0.065,0.044,308,45,1349,9,5,0.01
V96209,162,0.008,0.03,4.62,0.67,0.061,0.046,312,40,1426,8,4,0.008
V96208,179,0.008,0.032,4.54,0.587,0.063,0.047,322,44,1423,8,5,0.007
V96207,163,0.005,0.031,4.55,0.536,0.064,0.048,303,45,1413,9,5,0.007
V96206,163,0.008,0.028,4.57,0.487,0.065,0.048,269,37,1389,7,3,0.01
V96205,165,0.008,0.032,4.59,0.437,0.058,0.047,324,49,1398,9,5,0.01
V96204,166,0.008,0.039,4.56,0.382,0.048,0.043,320,44,1434,8,5,0.011
V96203,160,0.008,0.033,4.58,0.346,0.046,0.044,291,41,1457,7,4,0.016
V96201,165,0.005,0.041,4.54,0.327,0.048,0.042,354,50,1463,9,5,0.009
V96199,164,0.005,0.044,4.56,0.355,0.045,0.043,366,54,1363,11,5,0.007
V96197,164,0.005,0.036,4.56,0.469,0.061,0.042,370,53,1349,9,5,0.006
V96196,165,0.005,0.027,4.59,0.429,0.06,0.047,280,50,1405,8,5,0.009
V96194,165,0.005,0.035,4.56,0.595,0.054,0.047,363,45,1430,9,4,0.008
V96193,165,0.005,0.031,4.57,0.344,0.047,0.045,297,44,1421,9,5,0.01
V96192,166,0.005,0.046,4.54,0.475,0.056,0.042,368,53,1378,9,6,0.01
V96191,161,0.005,0.042,4.55,0.461,0.053,0.043,344,48,1382,9,5,0.01
V96190,169,0.005,0.034,4.59,0.355,0.052,0.047,310,49,1440,9,5,0.009
V96189,168,0.005,0.035,4.58,0.509,0.064,0.045,388,56,,10,6,0.007
V96188,167,0.005,0.049,4.56,0.57,0.061,0.045,383,54,1363,10,5,0.007
V96187,162,0.005,0.042,4.6,0.325,0.035,0.044,358,50,1368,9,5,0.011
V96186,165,0.005,0.038,4.55,0.271,0.033,0.044,329,62,1368,10,6,0.01
V96184,168,0.005,0.03,4.59,0.582,0.067,0.048,326,46,1442,8,5,0.01
V96182,167,0.005,0.032,4.56,0.633,0.068,0.048,411,45,1445,11,4,0.006
V96180,165,0.005,0.032,4.58,0.792,0.079,0.049,306,44,1431,10,4,0.005
V96179,162,0.005,0.03,4.62,0.805,0.077,0.048,297,41,1416,7,4,0.008
V96178,174,0.005,0.032,4.53,0.649,0.071,0.048,326,45,1408,8,4,0.011
V96176,176,0.005,0.035,4.56,0.497,0.061,0.048,312,50,1429,8,5,0.006
V96174,162,0.005,0.036,4.54,0.545,0.059,0.046,325,46,1405,10,5,0.007
V96172,165,0.005,0.041,4.54,0.432,0.053,0.046,312,58,1383,8,6,0.006
V96171,164,0.005,0.039,4.54,0.477,0.059,0.046,378,57,1354,11,6,0.005
V96170,163,0.005,0.036,4.62,0.526,0.056,0.047,370,52,1397,9,6,0.008
V96168,173,0.005,0.047,4.58,0.561,0.061,0.043,342,66,1430,9,6,0.01
V96169,163,0.005,0.042,4.55,0.466,0.055,0.047,358,50,1432,11,5,0.011
V96167,175,0.005,0.047,4.6,0.6,0.063,0.042,387,54,1452,10,6,0.012
V96166,175,0.005,0.042,4.55,0.575,0.061,0.045,358,52,1413,11,6,0.006
V96165,168,0.005,0.045,4.52,0.612,0.064,0.045,370,57,1371,9,5,0.01
V96164,165,0.005,0.049,4.56,0.537,0.06,0.044,418,61,1404,10,6,0.007
V96163,172,0.005,0.047,4.55,0.747,0.067,0.044,379,56,1397,11,6,0.011
V96162,167,0.005,0.036,4.6,0.601,0.059,0.043,330,46,1432,8,4,0.01
V96161,165,0.005,0.043,4.6,0.492,0.051,0.044,390,52,1384,10,5,0.011
V96160,164,0.005,0.046,4.55,0.464,0.048,0.044,432,62,1388,11,6,0.008
V96159,170,0.005,0.038,4.58,0.628,0.06,0.045,340,50,1342,10,5,0.006
V96158,162,0.005,0.064,4.35,0.583,0.053,0.041,485,71,1333,12,8,0.01
V96157,164,0.005,0.066,4.39,0.516,0.052,0.04,511,76,1337,13,8,0.007
V96156,166,0.005,0.042,4.55,0.436,0.054,0.046,359,53,1352,10,6,0.007
V96155,176,0.005,0.051,4.56,0.554,0.052,0.042,425,61,1313,11,6,0.013
V96154,166,0.005,0.059,4.43,0.512,0.05,0.042,462,67,1360,12,7,0.009
V96153,160,0.005,0.057,4.5,0.485,0.045,0.041,424,61,1380,12,7,0.011
V96152,170,0.005,0.049,4.51,0.376,0.04,0.044,394,58,1410,10,7,0.01
V96151,165,0.005,0.042,4.59,0.589,0.064,0.046,354,50,1373,9,5,0.01
V96150,165,0.005,0.036,4.52,0.717,0.075,0.048,328,47,1376,8,5,0.008
V96148,175,0.005,0.036,4.55,0.368,0.052,0.046,326,46,1436,8,4,0.01
V96146,180,0.005,0.028,4.55,0.593,0.064,0.046,291,41,1396,7,4,0.01
V96145,160,0.005,0.073,4.24,0.43,0.04,0.037,536,76,1335,17,8,0.01
V96144,155,0.005,0.049,4.58,0.54,0.046,0.042,388,56,1347,9,5,0.014
V96143,163,0.005,0.046,4.55,0.345,0.04,0.043,383,54,1339,10,6,0.009
V96142,160,0.005,0.039,4.54,0.487,0.053,0.045,374,53,1371,12,6,0.006
V96139,160,0.005,0.029,4.48,1.001,0.098,0.05,296,43,,9,5,0.004
V96137,158,0.005,0.032,4.55,0.609,0.069,0.047,313,43,1417,8,5,0.009
V96136,162,0.005,0.04,4.55,0.383,0.049,0.044,347,50,1433,10,6,0.011
V96135,158,0.005,0.046,4.55,0.436,0.053,0.042,370,52,1371,9,5,0.011
V96134,159,0.005,0.051,4.56,0.68,0.064,0.035,399,55,1467,10,6,0.011
V96133,177,0.005,0.043,4.52,0.626,0.065,0.043,363,52,1477,10,6,0.008
V96132,174,0.005,0.036,4.53,0.566,0.064,0.049,326,46,1438,8,4,0.01
V96131,162,0.005,0.044,4.52,0.76,0.072,0.044,375,52,1392,9,6,0.009
V96129,169,0.005,0.034,4.52,0.61,0.068,0.048,320,46,1427,9,5,0.013
V96130,164,0.005,0.039,4.58,0.785,0.072,0.044,349,52,,9,5,0.007
V96128,160,0.005,0.034,4.54,0.632,0.065,0.046,327,46,1434,8,5,0.009
V96127,172,0.005,0.035,4.48,0.536,0.063,0.045,322,45,1419,8,4,0.007
V96126,170,0.005,0.036,4.48,0.495,0.06,0.044,326,46,1359,9,5,0.01
V96125,155,0.005,0.039,4.5,0.463,0.058,0.044,349,56,,9,6,0.008
V96123,174,0.005,0.028,4.56,0.877,0.086,0.049,295,43,1382,8,5,0.005
V96121,167,0.005,0.043,4.57,0.556,0.062,0.044,334,45,1401,8,4,0.012
V96120,175,0.005,0.033,4.56,0.704,0.073,0.047,306,44,1384,8,5,0.008
V96119,160,0.005,0.034,4.55,0.369,0.05,0.047,316,44,1414,8,4,0.01
V96118,161,0.005,0.033,4.55,0.568,0.063,0.048,346,48,1389,9,4,0.005
V96117,162,0.005,0.032,4.57,0.788,0.076,0.049,306,43,1375,8,5,0.005
V96116,174,0.005,0.032,4.56,0.466,0.054,0.046,312,44,1401,8,5,0.012
V96113,164,0.005,0.044,4.57,0.297,0.036,0.043,373,52,1396,10,5,0.014
V96112,170,0.005,0.037,4.56,0.532,0.065,0.046,346,49,1405,9,5,0.008
V96111,164,0.005,0.034,4.57,0.749,0.079,0.048,345,45,1421,9,5,0.009
V96110,162,0.005,0.048,4.53,0.362,0.033,0.039,388,55,1396,10,6,0.011
V96109,166,0.005,0.034,4.56,0.507,0.056,0.046,316,44,1361,8,4,0.008
V96108,165,0.005,0.035,4.59,0.433,0.054,0.046,321,45,1368,8,5,0.009
V96107,161,0.005,0.042,4.61,0.423,0.046,0.042,336,48,1395,8,5,0.011
V96106,174,0.005,0.04,4.58,0.405,0.049,0.043,347,52,1382,9,5,0.01
V96105,169,0.005,0.04,4.55,0.465,0.052,0.045,344,50,1402,9,6,0.007
V96104,164,0.005,0.041,4.58,0.425,0.052,0.044,336,47,1370,9,5,0.01
V96103,168,0.005,0.039,4.6,0.453,0.053,0.044,322,45,1375,8,4,0.01
V96102,167,0.005,0.039,4.63,0.666,0.051,0.043,344,48,1364,9,6,0.011
V96101,153,0.005,0.036,4.59,0.549,0.059,0.045,317,43,1371,8,4,0.013
V96100,166,0.005,0.038,4.64,0.732,0.069,0.046,323,45,1374,8,4,0.009
V96099,167,0.005,0.04,4.58,0.569,0.062,0.043,344,50,,9,6,0.01
V96098,176,0.005,0.048,4.64,0.585,0.057,0.041,375,52,1367,9,6,0.011
V96096,163,0.005,0.035,4.56,0.497,0.056,0.044,321,46,1358,8,5,0.011
V96095,169,0.005,0.04,4.56,0.518,0.053,0.044,346,48,1366,8,5,0.01
V96094,160,0.005,0.05,4.6,0.45,0.047,0.04,396,57,1353,10,5,0.012
V96093,175,0.005,0.06,4.56,0.456,0.045,0.04,463,76,1355,12,9,0.01
V96090,160,0.005,0.041,4.61,0.513,0.047,0.044,368,53,1422,10,6,0.01
V96088,168,0.005,0.032,4.56,0.463,0.054,0.046,318,52,1420,8,5,0.007
V96087,160,0.005,0.03,4.61,0.571,0.066,0.047,306,42,1361,8,5,0.006
V96086,163,0.005,0.048,4.56,0.588,0.061,0.045,388,65,1369,10,7,0.005
V96085,160,0.005,0.053,4.51,0.598,0.059,0.045,409,72,1384,10,7,0.006
V96084,161,0.005,0.043,4.54,0.55,0.06,0.045,375,49,1343,10,6,0.007
V96083,160,0.005,0.048,4.56,0.418,0.054,0.044,340,53,1312,8,0,0.01
V96082,164,0.005,0.048,4.64,0.323,0.039,0.042,384,56,1315,9,6,0.012
V96081,166,0.005,0.038,4.59,0.462,0.043,0.041,331,46,1387,8,6,0.015
V96080,163,0.005,0.05,4.62,0.335,0.041,0.042,447,63,1384,9,6,0.012
V96079,158,0.005,0.056,4.53,0.375,0.038,0.041,483,65,1394,12,7,0.014
V96078,171,0.005,0.059,4.52,0.457,0.049,0.041,436,61,1354,11,7,0.01
V96077,167,0.005,0.054,4.52,0.573,0.054,0.042,375,67,1320,11,7,0.007
V96075,167,0.005,0.046,4.58,0.622,0.058,0.042,425,61,1327,10,6,0.006
V96073,175,0.005,0.041,4.65,0.555,0.058,0.045,360,55,1412,9,6,0.012
V96072,170,0.005,0.04,4.58,0.487,0.055,0.046,342,49,1415,10,5,0.006
V96071,157,0.005,0.035,4.62,0.614,0.062,0.044,323,46,1381,8,4,0.008
V96070,161,0.005,0.035,4.6,0.539,0.056,0.044,325,46,1394,8,5,0.01
V96068,164,0.005,0.036,4.56,0.592,0.056,0.043,322,47,,10,5,0.008
V96067,160,0.005,0.041,4.62,0.578,0.059,0.044,362,54,,9,6,0.006
V96065,164,0.005,0.028,4.72,0.52,0.061,0.043,295,42,1333,8,5,0.005
V96064,160,0.005,0.036,4.62,0.54,0.06,0.042,327,46,1351,8,5,0.008
V96062,155,0.005,0.035,4.57,0.888,0.072,0.045,369,47,1365,9,5,0.007
V96061,170,0.005,0.033,4.58,0.795,0.069,0.043,316,43,1368,8,5,0.011
V96060,156,0.005,0.038,4.55,0.516,0.056,0.041,336,47,1369,8,4,0.011
V96059,174,0.005,0.034,4.68,0.45,0.053,0.041,326,46,1380,9,5,0.01
V96058,165,0.005,0.041,4.62,0.49,0.054,0.041,363,52,1381,9,6,0.011
V96057,161,0.005,0.084,4.56,0.413,0.032,0.034,370,55,1500,10,5,0.009
V96056,175,0.005,0.039,4.54,0.4,0.048,0.041,344,51,1390,10,5,0.013
V96055,163,0.005,0.047,4.56,0.415,0.045,0.039,389,54,1357,10,6,0.016
V96053,156,0.005,0.054,4.53,0.37,0.035,0.037,416,60,1338,12,6,0.011
V96052,178,0.005,0.048,4.51,0.408,0.042,0.037,388,55,,10,6,0.011
V96051,161,0.005,0.043,4.57,0.44,0.048,0.038,357,53,,9,5,0.006
V96050,172,0.005,0.047,4.52,0.405,0.048,0.039,384,56,,11,6,0.009
V96049,175,0.005,0.041,4.55,0.482,0.05,0.039,370,53,1394,9,5,0.007
V96048,163,0.005,0.036,4.57,0.474,0.051,0.04,374,53,1395,9,5,0.009
V96046,163,0.005,0.036,4.64,0.48,0.053,0.041,339,48,1396,8,5,0.011
V96045,170,0.005,0.045,4.58,0.47,0.048,0.038,370,52,,9,5,0.014
V96044,150,0.005,0.041,4.62,0.43,0.052,0.039,352,52,1348,10,5,0.009
V96043,175,0.005,0.038,4.61,0.4,0.048,0.041,341,48,1351,8,5,0.01
V96042,162,0.005,0.044,4.59,0.39,0.043,0.038,370,52,1363,9,5,0.006
V96040,174,0.005,0.047,4.56,0.438,0.038,0.037,384,55,1384,9,6,0.012
V96039,170,0.005,0.038,4.59,0.418,0.042,0.041,334,48,1335,8,4,0.011
V96038,163,0.005,0.032,4.58,0.351,0.049,0.047,305,43,1312,8,5,0.009
V96037,163,0.005,0.038,4.56,0.34,0.046,0.044,339,48,1290,8,5,0.011
V96036,176,0.005,0.044,4.57,0.388,0.04,0.039,365,51,1305,9,5,0.012
V96035,163,0.005,0.054,4.57,0.322,0.034,0.038,405,57,1365,11,6,0.014
V96034,163,0.005,0.044,4.55,0.37,0.04,0.042,370,52,1457,9,5,0.013
V96033,162,0.005,0.045,4.56,0.412,0.045,0.043,369,52,1402,9,5,0.008
V96032,164,0.005,0.032,4.55,0.457,0.059,0.045,307,43,,8,5,0.008
V96031,165,0.005,0.026,4.6,0.67,0.075,0.049,277,38,1472,7,4,0.006
V96030,163,0.005,0.026,4.55,0.636,0.074,0.048,274,38,1488,7,3,0.008
V96029,160,0.005,0.039,4.55,0.389,0.039,0.043,338,49,,10,5,0.011
V96028,173,0.005,0.036,4.72,0.358,0.039,0.042,323,46,,9,4,0.014
V96027,165,0.005,0.036,4.77,0.417,0.053,0.047,323,45,1392,8,4,0.007
V96026,166,0.005,0.036,4.74,0.448,0.055,0.048,320,45,1405,9,5,0.009
V96025,162,0.005,0.026,4.62,0.61,0.066,0.049,282,38,1408,7,4,0.007
V96024,165,0.005,0.039,4.65,0.386,0.048,0.046,448,48,1393,9,4,0.01
V96023,167,0.005,0.04,4.63,0.422,0.046,0.046,341,49,,10,5,0.01
V96020,159,0.005,0.024,4.7,0.522,0.069,0.053,267,38,1355,7,4,0.008
V96018,155,0.005,0.027,4.61,0.58,0.07,0.052,285,40,,7,4,0.006
V96017,154,0.005,0.025,4.59,0.502,0.067,0.051,272,38,1409,7,4,0.008
V96014,154,0.005,0.033,4.54,0.404,0.054,0.05,310,45,1378,8,5,0.007
V96013,157,0.005,0.03,4.6,0.791,0.078,0.052,299,47,1365,8,5,0.004
V96012,156,0.005,0.03,4.54,0.54,0.065,0.05,297,47,,8,4,0.008
V96011,175,0.005,0.033,4.6,0.4,0.052,0.049,367,51,1314,10,6,0.005
V96010,177,0.005,0.033,4.56,0.445,0.06,0.051,313,43,1450,9,4,0.005
V96009,166,0.005,0.027,4.58,0.504,0.066,0.052,297,42,,8,4,0.009
V96008,175,0.005,0.025,4.58,0.566,0.07,0.051,302,37,1406,7,4,0.005
V96007,168,0.005,0.028,4.6,0.645,0.069,0.051,292,40,,8,4,0.009
V96006,155,0.005,0.029,4.6,0.648,0.072,0.054,296,42,,8,4,0.004
V96005,172,0.005,0.023,4.65,0.563,0.07,0.054,284,43,1472,7,4,0.006
V96004,151,0.005,0.027,4.62,0.776,0.084,0.057,313,37,,8,4,0.003
V96003,169,0.005,0.03,4.6,0.723,0.077,0.055,299,54,,8,5,0.003
V96002,171,0.005,0.04,4.55,0.668,0.065,0.048,346,48,,9,4,0.007
V96001,156,0.005,0.033,4.6,0.624,0.067,0.051,331,42,1361,8,5,0.007
V96000,174,0.005,0.027,4.62,0.65,0.071,0.054,300,42,,8,3,0.006
V95999,172,0.005,0.025,4.64,0.65,0.071,0.053,307,36,1354,8,4,0.004
V95995,158,0.005,0.038,4.56,0.673,0.064,0.05,373,56,,9,5,0.009
V95996,160,0.005,0.014,4.62,0.472,0.063,0.052,331,46,1386,8,5,0.004
V95994,165,0.005,0.044,4.54,0.839,0.072,0.05,377,52,,10,5,0.006
V95993,160,0.005,0.04,4.6,0.91,0.079,0.051,355,48,,9,5,0.005
V95992,158,0.005,0.033,4.6,0.902,0.077,0.051,323,51,1397,8,5,0.006
V95991,160,0.005,0.03,4.59,0.839,0.076,0.053,299,53,1342,8,5,0.011
V95990,159,0.005,0.039,4.62,0.82,0.075,0.052,349,49,1376,9,5,0.006
V95989,160,0.005,0.038,4.58,0.71,0.066,0.05,340,49,1376,9,4,0.007
V95988,159,0.005,0.034,4.63,0.62,0.063,0.05,315,44,1377,8,4,0.007
V95987,152,0.005,0.025,4.54,0.416,0.057,0.052,290,38,,8,4,0.007
V95986,160,0.005,0.029,4.57,0.45,0.057,0.05,292,41,1387,7,4,0.01
V95984,163,0.005,0.037,4.64,0.56,0.058,0.049,333,47,1440,9,4,0.007
V95983,153,0.005,0.041,4.63,0.57,0.049,0.048,351,49,1438,9,4,0.009
V95982,155,0.005,0.046,4.57,0.46,0.043,0.051,380,57,1458,10,6,0.009
V95981,158,0.005,0.04,4.62,0.38,0.041,0.051,347,50,1405,9,4,0.01
V95980,173,0.005,0.039,4.58,0.381,0.046,0.052,340,48,1374,8,4,0.008
V95979,160,0.005,0.038,4.56,0.402,0.047,0.054,342,48,1380,8,5,0.011
V95978,160,0.005,0.045,4.51,0.493,0.05,0.047,443,62,1345,12,6,0.006
V95977,153,0.005,0.06,4.56,0.508,0.036,0.045,440,62,1328,11,5,0.013
V95976,160,0.005,0.048,4.55,0.387,0.038,0.05,384,56,1401,10,6,0.013
V95974,165,0.005,0.034,4.52,0.624,0.064,0.049,315,45,,8,4,0.006
V95973,174,0.005,0.039,4.57,0.518,0.053,0.05,341,47,1398,9,5,0.01
V95972,160,0.005,0.041,4.57,0.696,0.049,0.05,354,49,1407,10,4,0.011
V95971,150,0.005,0.052,4.61,0.819,0.057,0.047,404,57,1370,10,5,0.006
V95970,160,0.005,0.045,4.58,0.725,0.059,0.05,369,52,,9,5,0.009
V95969,163,0.005,0.035,4.67,0.7,0.07,0.049,360,91,1412,10,6,0.005
V95967,163,0.005,0.032,4.59,0.468,0.057,0.054,305,44,1408,8,4,0.01
V95966,167,0.005,0.038,4.56,0.378,0.046,0.053,338,47,1426,9,5,0.011
V95964,171,0.005,0.035,4.57,0.658,0.066,0.053,319,47,1422,9,5,0.008
V95963,161,0.005,0.041,4.57,0.373,0.046,0.051,353,50,1413,9,4,0.011
V95960,175,0.005,0.042,4.55,0.494,0.058,0.051,373,53,,9,5,0.005
V95958,160,0.005,0.053,4.56,0.401,0.045,0.047,407,58,1407,10,6,0.009
V95957,168,0.005,0.044,4.55,0.502,0.051,0.049,397,55,,10,5,0.005
V95954,176,0.005,0.029,4.56,0.911,0.082,0.053,293,41,1368,7,4,0.01
V95953,174,0.005,0.039,4.57,0.513,0.06,0.047,341,47,1368,9,4,0.009
V95952,176,0.005,0.037,4.57,0.516,0.061,0.048,333,46,,8,4,0.009
V95950,173,0.005,0.031,4.6,0.885,0.079,0.051,331,49,,9,5,0.006
V95948,175,0.005,0.032,4.54,0.49,0.056,0.047,300,45,,8,5,0.01
V95947,173,0.005,0.035,4.55,0.508,0.058,0.048,331,46,1447,8,4,0.015
V95946,176,0.005,0.038,4.56,0.51,0.055,0.047,413,49,1372,9,5,0.01
V95945,174,0.005,0.045,4.57,0.415,0.051,0.046,385,52,1365,10,6,0.01
V95944,173,0.005,0.038,4.56,0.665,0.055,0.047,333,46,1418,9,4,0.015
V95943,164,0.005,0.031,4.56,0.655,0.069,0.049,302,42,1381,8,4,0.007
V95942,155,0.005,0.034,4.57,0.688,0.069,0.049,322,45,1404,8,5,0.006
V95941,156,0.005,0.032,4.57,0.402,0.053,0.047,306,43,1397,8,4,0.01
V95940,160,0.005,0.04,4.54,0.481,0.053,0.047,344,48,1550,9,4,0.009
V95939,165,0.005,0.039,4.56,0.437,0.055,0.045,344,48,1400,8,5,0.007
V95938,160,0.005,0.037,4.55,0.513,0.055,0.047,341,48,1401,9,4,0.006
V95937,176,0.005,0.037,4.56,0.634,0.066,0.047,320,58,1352,8,5,0.005
V95936,158,0.005,0.037,4.56,0.499,0.056,0.046,346,46,1364,9,5,0.012
V95934,164,0.005,0.041,4.56,0.458,0.053,0.047,311,57,1367,8,5,0.007
V95933,161,0.005,0.034,4.62,0.646,0.055,0.048,335,44,1370,9,4,0.008
V95932,159,0.005,0.028,4.55,0.71,0.074,0.048,298,41,1376,8,4,0.004
V95928,160,0.005,0.039,4.53,0.485,0.058,0.046,345,56,1371,8,5,0.005
V95926,158,0.005,0.032,4.6,0.583,0.057,0.048,391,52,1413,10,5,0.006
V95925,158,0.005,0.032,4.57,0.551,0.06,0.05,331,46,1370,9,4,0.006
V95924,156,0.005,0.031,4.61,0.498,0.064,0.052,304,46,1340,8,4,0.004
V95923,152,0.005,0.037,4.55,0.584,0.061,0.047,660,91,1360,8,5,0.006
V95922,158,0.005,0.037,4.6,0.493,0.055,0.046,332,52,,8,4,0.006
V95921,158,0.005,0.035,4.56,0.429,0.053,0.047,326,45,1422,8,4,0.009
V95918,173,0.005,0.03,4.58,0.878,0.079,0.051,304,42,1380,8,4,0.007
V95917,175,0.005,0.027,4.6,0.701,0.074,0.05,284,41,1376,7,4,0.005
V95916,160,0.005,0.029,4.6,0.515,0.063,0.049,306,50,1366,8,4,0.006
V95913,163,0.005,0.036,4.55,0.68,0.07,0.05,329,49,1379,8,5,0.005
V95912,171,0.005,0.032,4.6,0.635,0.069,0.049,319,41,1331,8,4,0.005
V95910,160,0.005,0.044,4.53,0.421,0.039,0.042,325,52,1423,8,5,0.013
V95909,162,0.005,0.034,4.59,0.658,0.065,0.044,315,46,1402,8,5,0.011
V95908,156,0.005,0.033,4.58,0.648,0.059,0.045,310,46,,8,4,0.006
V95907,175,0.005,0.038,4.61,0.465,0.049,0.046,340,47,,8,4,0.009
V95905,173,0.005,0.028,4.56,0.868,0.089,0.05,344,49,,9,4,0.007
V95903,176,0.005,0.032,4.65,0.59,0.062,0.048,310,43,,8,4,0.011
V95901,172,0.005,0.034,4.58,0.39,0.045,0.047,316,44,,8,4,0.01
V95899,177,0.005,0.03,4.56,0.339,0.053,0.048,299,43,1412,8,4,0.008
V95896,176,0.005,0.034,4.56,0.748,0.074,0.046,320,46,1363,8,4,0.005
V95895,172,0.005,0.03,4.61,0.74,0.072,0.046,296,44,1335,8,4,0.005
V95894,178,0.005,0.034,4.56,0.707,0.067,0.048,318,45,1377,8,4,0.008
V95892,162,0.005,0.026,4.55,0.778,0.075,0.048,323,46,,8,5,0.004
V95889,174,0.005,0.034,4.56,0.461,0.057,0.048,321,44,1401,8,4,0.008
V95885,177,0.005,0.033,4.67,0.68,0.067,0.05,318,44,1356,8,5,0.011
V95886,164,0.005,0.029,4.57,0.45,0.057,0.05,321,46,1410,8,4,0.011
V95884,165,0.005,0.031,4.56,0.639,0.069,0.047,298,43,1358,7,4,0.005
V95883,173,0.005,0.029,4.54,0.731,0.076,0.048,287,48,,7,4,0.005
V95882,179,0.005,0.038,4.57,0.44,0.048,0.046,331,47,,9,5,0.01
V95881,163,0.005,0.033,4.54,0.701,0.066,0.049,316,44,1394,8,4,0.01
V95880,167,0.005,0.024,4.54,1.05,0.096,0.05,265,37,1357,7,3,0.004
V95879,168,0.005,0.036,4.53,0.391,0.054,0.045,320,45,1411,8,5,0.006
V95878,165,0.005,0.03,4.55,0.535,0.067,0.047,347,42,1412,9,4,0.005
V95877,165,0.005,0.023,4.57,1,0.103,0.049,265,37,1424,7,3,0.005
V95875,168,0.005,0.029,4.56,0.668,0.067,0.048,299,42,1335,7,4,0.006
V95874,168,0.005,0.024,4.55,1.137,0.095,0.049,265,37,1348,7,3,0.003
V95872,166,0.005,0.043,4.58,0.687,0.052,0.038,358,51,1392,9,5,0.014
